header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Voorheuvel 75 G,3701 JD Zeist        ,https://www.funda.nl/en/koop/zeist/appartement-88047959-voorheuvel-75-g/?navigateSource=resultlist,20220129_165025,"€ 272,500 kosten koper","€ 4,067    The asking price per m² (€ 272,500) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available immediately,€ 60.00 per month,Ground-floor apartment (apartment),Resale property,2021,Disabled access friendly and accessible for seniors,Flat roof covered with asphalt roofing,Living area67 m²,67 m²,251 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,1 story,Ground floor,"Skylight, mechanical ventilation and TV via cable",C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",Electric heating and partial floor heating,Electrical boiler,Full ownership,"Alongside a quiet road, sheltered location, In wooded surroundings and in center",Resident's parking permits,Yes,Yes,Yes (€ 60.00 per month),Yes,Yes,Yes,no
