header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Hogendorpstraat 131 1,1051 BM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88037884-van-hogendorpstraat-131-1/?navigateSource=resultlist,20220130_230927,"€ 430,000 kosten koper","€ 9,556    The asking price per m² (€ 430,000) is calculated by dividing the asking price of the home by the living area (45 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Upstairs apartment (apartment),Resale property,1902,Living area45 m²Exterior space attached to the building2 m²,45 m²,2 m²,141 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,1st floor,D        What does this mean?,Double glazing,CH boiler,CH boiler,HR (gas-fired from 2020),Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
