header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Anjeliersstraat 49,1015 ND Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42554758-anjeliersstraat-49/?navigateSource=resultlist,20220130_191358,"€ 500,000 kosten koper","€ 8,772    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (57 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,€ 154.00 per month,Upstairs apartment (apartment),Resale property,Before 1906,Living area57 m²Exterior space attached to the building34 m²,57 m²,34 m²,182 m³,2 rooms (1 bedroom),1 bathroom,"Bath, shower and toilet",1 story,3rd floor,Mechanical ventilation and TV via cable,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,Alongside a quiet road and in center,"Roof terrace present, balcony present and french balcony present",Yes,Yes,Yes (€ 154.00 per month),Yes,Yes,Yes,no
