header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Pastoor Habetsstraat 36,6217 KM Maastricht        ,https://www.funda.nl/en/koop/maastricht/huis-88945493-pastoor-habetsstraat-36/?navigateSource=resultlist,20220128_021548,"€ 599,000 kosten koper","€ 3,993    The asking price per m² (€ 599,000) is calculated by dividing the asking price of the home by the living area (150 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 650,000 kosten koper",3 months,Available,Available immediately,"Desirable residence/villa, row house",Resale property,1931,Gable roof covered with roof tiles,Living area150 m²Other space inside the building15 m²,150 m²,15 m²,185 m²,600 m³,12 rooms (4 bedrooms),3 bathrooms,3 showers and 3 toilets,"3 stories, a/an attic and a basement",G        What does this mean?,CH boiler,Gas water heater (rental),"Rapido (gas-fired, in ownership)",185 m²,Full ownership,In residential district,Back garden and front garden,65 m² (10 meter deep and 7 meter broad),Located at the southwest,Paid parking and resident's parking permits,no
