header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Location,error
Diepeveen bnr. 181,3029 BH Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42669402-diepeveen-bnr-181/?navigateSource=resultlist,20220126_164355,"€ 625,000 vrij op naam","€ 4,310    The asking price per m² (€ 625,000) is calculated by dividing the asking price of the home by the living area (145 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2023,Living area145 m²,145 m²,377 m³,4 rooms (2 bedrooms),3 stories,Not available,Completely insulated,Alongside park and in residential district,no
