header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Saturnusstraat 263,2132 HW Hoofddorp        ,https://www.funda.nl/en/koop/hoofddorp/appartement-88047219-saturnusstraat-263/?navigateSource=resultlist,20220128_142201,"€ 209,000 kosten koper","€ 4,750    The asking price per m² (€ 209,000) is calculated by dividing the asking price of the home by the living area (44 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,€ 158.65 per month,Apartment with shared street entrance,Resale property,2006,Flat roof covered with asphalt roofing,Living area44 m²,44 m²,132 m³,1 room,1 bathroom,Shower and toilet,1 story,4th floor,Passive ventilation system,C        What does this mean?,Double glazing,Communal central heating,Electrical boiler,Long-term lease,"€ 1.626,72 per year",Alongside park,Parking on private property and public parking,Yes,Yes,Yes (€ 158.65 per month),Yes,Yes,Yes,no
