header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Type of parking facilities,error
Gerlachusstraat 65,5175 AK Loon op Zand        ,https://www.funda.nl/en/koop/loon-op-zand/huis-88030724-gerlachusstraat-65/?navigateSource=resultlist,20220129_200659,"€ 345,000 kosten koper","€ 3,165    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 345,000) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",3 weeks,Sold under reservation,Available immediately,"Single-family home, double house",Resale property,1938,Pyramid hip roof covered with roof tiles,Living area109 m²,109 m²,237 m²,374 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories,G        What does this mean?,Mostly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",237 m²,Full ownership,Back garden,105 m² (21 meter deep and 5 meter broad),Located at the northwest accessible via the rear,Public parking,no
