header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Hot water,Area,Location,Garden,Back garden,Garden location,Type of parking facilities,error
de Wetering 35,1741 DK Schagen        ,https://www.funda.nl/en/koop/schagen/huis-42659371-de-wetering-35/?navigateSource=resultlist,20220129_053009,"€ 385,000 kosten koper","€ 3,235    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2005,Energie Prestatie Advies,Living area119 m²External storage space8 m²,119 m²,8 m²,152 m²,403 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories,A            1.00What does this mean?,Completely insulated,CH boiler,152 m²,Alongside a quiet road and in residential district,Back garden,60 m² (10 meter deep and 6 meter broad),Located at the south accessible via the rear,Public parking,no
