header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Ownership situation,Location,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Witte de Withstraat 23 C,3012 BL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88909669-witte-de-withstraat-23-c/?navigateSource=resultlist,20220126_004931,"€ 417,500 kosten koper","€ 4,691    The asking price per m² (€ 417,500) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1949,Protected townscape or village view (permit needed for alterations),Energie Prestatie Advies,Living area89 m²External storage space8 m²,89 m²,8 m²,290 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,2nd floor,D        What does this mean?,Roof insulation and partly double glazed,District heating,Full ownership,In center,Storage box,Electricity,Resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
