header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Heiligenbos 81,5351 SW Berghem        ,https://www.funda.nl/en/koop/berghem/huis-88050108-heiligenbos-81/?navigateSource=resultlist,20220129_084256,"€ 799,000 kosten koper","€ 2,774    The asking price per m² (€ 799,000) is calculated by dividing the asking price of the home by the living area (288 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1996,Living area288 m²Exterior space attached to the building23 m²External storage space24 m²,288 m²,23 m²,24 m²,436 m²,"1,012 m³",9 rooms (7 bedrooms),2 bathrooms and 1 separate toilet,Bath and 2 toilets,3 stories,"Skylight, mechanical ventilation, rolldown shutters and solar panels",A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Remeha (gas-fired from 2020, in ownership)",436 m²,Full ownership,Surrounded by garden,Detached wooden storage,Parking on private property and public parking,no
