header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,Insulation.1,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
A2 (Bouwnr. 7),7961 Ruinerwold        ,https://www.funda.nl/en/koop/ruinerwold/appartement-41933794-a2-bouwnr-7/?navigateSource=resultlist,20220130_115101,"€ 350,000 vrij op naam","€ 4,118    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 141 per month,6+ months,Under option,Available in consultation,Apartment with shared street entrance,New property,2021,Mansard roof covered with cane,Living area85 m²,85 m²,273 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,Mechanical ventilation and solar panels,A        What does this mean?,Completely insulated,Heat pump,Central facility,In center,Built-in,Completely insulated,Underground parking,Yes,Yes,Yes,Yes,Yes,Yes,no
