header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of other property,Building type,Plot size,Area,Ownership situation,error
Marsdijk,4033 CC Lienden        ,https://www.funda.nl/en/koop/lienden/object-42568232-marsdijk/?navigateSource=resultlist,20220129_183046,"€ 200,000 kosten koper",3 months,Available,Available in consultation,Substructure,Resale property,568 m²,568 m²,Full ownership,no
