header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Location,Garden,Shed / storage,Type of garage,Capacity,error
Yselmonde Penthouse type C (Bouwnr. 3.15),8262 BK Kampen        ,https://www.funda.nl/en/koop/kampen/appartement-42440572-yselmonde-penthouse-type-c-bouwnr-315/?navigateSource=resultlist,20220128_092715,"€ 857,500 vrij op naam","€ 4,817    The asking price per m² (€ 857,500) is calculated by dividing the asking price of the home by the living area (178 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,Penthouse (apartment),New property,2022,Flat roof,Living area178 m²Other space inside the building7 m²Exterior space attached to the building110 m²,178 m²,7 m²,110 m²,534 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,8 stories,8th floor,"Balanced ventilation system, outdoor awning, elevator and solar panels",A        What does this mean?,Completely insulated,Complete floor heating and heat pump,"On navigable waterway, alongside water, in residential district and unobstructed surrounding view",Sun terrace,Built-in,Built-in,2 cars,no
