header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Garden,Type of garage,Capacity,Facilities,Insulation.1,Type of parking facilities,error
Tomatenlaan 6 F,2548 AJ Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-41703390-tomatenlaan-6-f/?navigateSource=resultlist,20220131_233316,"€ 1,975,000 kosten koper","€ 3,762    The asking price per m² (€ 1,975,000) is calculated by dividing the asking price of the home by the living area (525 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Villa, detached residential property",Resale property,2005,Pyramid hip roof,Living area525 m²Other space inside the building26 m²Exterior space attached to the building21 m²,525 m²,26 m²,21 m²,747 m²,"2,105 m³",8 rooms (6 bedrooms),2 bathrooms and 1 separate toilet,Bath and toilet,4 stories,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Geothermal heating and solar collectors,747 m²,Ownership encumbered with long-term leaset,Surrounded by garden,Attached brick garage,2 cars,"Electrical door, electricity, heating and running water",Roof insulation and insulated walls,Parking on private property,no
