header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,Ownership situation,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Prins Hendrikkade 80 e,1012 AE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42676938-prins-hendrikkade-80-e/?navigateSource=resultlist,20220128_064525,"€ 375,000 kosten koper","€ 6,818    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (55 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,Upstairs apartment,Resale property,1979,Living area55 m²Exterior space attached to the building2 m²,55 m²,2 m²,202 m³,2 rooms (1 bedroom),1 bathroom,Bath,1 story,B        What does this mean?,Communal central heating,Central facility,Full ownership,No,No,No,No,No,No,no
