header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Accessibility,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,Ownership situation,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Eimersland 37,6832 GS Arnhem        ,https://www.funda.nl/en/koop/arnhem/appartement-42675059-eimersland-37/?navigateSource=resultlist,20220129_204611,"€ 369,000 kosten koper","€ 4,241    The asking price per m² (€ 369,000) is calculated by dividing the asking price of the home by the living area (87 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,€ 135.00 per month,Apartment with shared street entrance,Resale property,2019,Disabled access friendly and accessible for seniors,Living area87 m²Exterior space attached to the building9 m²External storage space6 m²,87 m²,9 m²,6 m²,289 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,1 story,"Optical fibre, elevator, mechanical ventilation, passive ventilation system, sliding door and TV via cable",A        What does this mean?,District heating and complete floor heating,District heating,Full ownership,Balcony present,Built-in,Public parking,Yes,Yes,Yes (€ 135.00 per month),Yes,Yes,Yes,no
