header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Schenkkade 304,2595 AZ Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88032061-schenkkade-304/?navigateSource=resultlist,20220131_194855,"€ 280,000 kosten koper","€ 4,000    The asking price per m² (€ 280,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,€ 100.00 per month,Upstairs apartment (apartment),Resale property,1922,Flat roof covered with asphalt roofing,Living area70 m²Exterior space attached to the building4 m²,70 m²,4 m²,249 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Bath,1 story,2nd floor,F        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2013, lease",Full ownership,Balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 100.00 per month),Yes,Yes,Yes,no
