header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Emmastraat 28 4,5721 HB Asten        ,https://www.funda.nl/en/koop/asten/appartement-88858485-emmastraat-28-4/?navigateSource=resultlist,20220127_214410,"€ 335,000 kosten koper","€ 3,190    The asking price per m² (€ 335,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Sold under reservation,Available in consultation,€ 160.00 per month,Upstairs apartment (apartment),Resale property,1956,Combination roof,Living area105 m²External storage space6 m²,105 m²,6 m²,330 m³,3 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,3 stories,1st floor,Elevator and mechanical ventilation,Not available,Double glazing and completely insulated,CH boiler,Full ownership,In center,No,No,No,No,No,No,no
