header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Type of parking facilities,error
Kievitveld 4,2727 AH Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/huis-88832268-kievitveld-4/?navigateSource=resultlist,20220127_222858,"€ 275,000 kosten koper","€ 3,395    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1982,Gable roof covered with roof tiles,Living area81 m²External storage space6 m²,81 m²,6 m²,149 m²,308 m³,3 rooms (2 bedrooms),1 separate toilet,2 stories,C        What does this mean?,Mostly double glazed,CH boiler,CH boiler,"Vaillant (gas-fired from 2011, in ownership)",149 m²,Full ownership,Public parking,no
