header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Orangerie appartementen - G&S (Bouwnr. 47),3045 Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42651654-orangerie-appartementen-g-en-s-bouwnr-47/?navigateSource=resultlist,20220126_172244,"€ 514,500 vrij op naam","€ 4,635    The asking price per m² (€ 514,500) is calculated by dividing the asking price of the home by the living area (111 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under option,Available in consultation,Ground-floor apartment (apartment),New property,2023,Woningborg garantiecertificaat,Living area111 m²,111 m²,295 m³,4 rooms (3 bedrooms),2 stories,Ground floor,A        What does this mean?,Triple glazed and completely insulated,Complete floor heating and heat pump,In residential district,Back garden and front garden,"93 m² (18,5 meter deep and 5 meter broad)",Located at the northwest accessible via the rear,Parking on private property,no
