header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Overtoom 537,1054 LK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88949471-overtoom-537/?navigateSource=resultlist,20220130_221633,"€ 849,000 kosten koper","€ 6,902    The asking price per m² (€ 849,000) is calculated by dividing the asking price of the home by the living area (123 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,€ 400.00 per month,Mezzanine (apartment),Resale property,1961,"Protected townscape or village view (permit needed for alterations), listed building (national monument) and monumental building",Living area123 m²,123 m²,379 m³,3 rooms (2 bedrooms),1 separate toilet,2 stories,3rd floor,Elevator,E            2.09What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,"Gas-fired, in ownership",Resident's parking permits,Yes,Yes,No,Yes,Yes,Yes,no
