header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Ownership situation,Ownership situation.1,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zandkasteel 172,5658 BE Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-88866714-zandkasteel-172/?navigateSource=resultlist,20220127_214351,"€ 399,000 kosten koper","€ 3,470    The asking price per m² (€ 399,000) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 450,000 kosten koper",5 months,Sold under reservation,Available in consultation,€ 173.00 per month,Apartment with shared street entrance (apartment),Resale property,2004,Flat roof,Living area115 m²,115 m²,330 m³,3 rooms (2 bedrooms),1 story,1st floor,B            1.15What does this mean?,Energy efficient window and completely insulated,District heating,Full ownership,Full ownership,Parking place,Yes,Yes,Yes (€ 173.00 per month),Yes,Yes,Yes,no
