header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Musschenbroekstraat 7,2316 AW Leiden        ,https://www.funda.nl/en/koop/leiden/appartement-88038986-musschenbroekstraat-7/?navigateSource=resultlist,20220129_051047,"€ 325,000 kosten koper","€ 5,909    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (55 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,€ 20.00 per month,Ground-floor apartment (apartment),Resale property,1925,Living area55 m²Other space inside the building2 m²External storage space4 m²,55 m²,2 m²,4 m²,167 m³,2 rooms (1 bedroom),1 story,Ground floor,Mechanical ventilation and TV via cable,D        What does this mean?,CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler from 2009, in ownership)",Alongside a quiet road and in residential district,Back garden,"73 m² (15 meter deep and 4,9 meter broad)",Located at the south,Detached wooden storage,Paid parking,Yes,Yes,Yes (€ 20.00 per month),No,No,Yes,no
