header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Schipperstraat 60,2584 VR Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42548297-schipperstraat-60/?navigateSource=resultlist,20220131_225043,"€ 297,500 kosten koper","€ 5,950    The asking price per m² (€ 297,500) is calculated by dividing the asking price of the home by the living area (50 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available in consultation,€ 50.00 per month,Ground-floor apartment (apartment),Resale property,1906,Living area50 m²External storage space4 m²,50 m²,4 m²,140 m³,2 rooms (1 bedroom),1 story,Ground floor,G        What does this mean?,Completely insulated,Electric heating,Electrical boiler,Long-term lease,Bought off for eternity,Back garden,Detached wooden storage,Public parking,Yes,Yes,No,Yes,No,Yes,no
