header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Sterremos 37,3069 AS Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88974800-sterremos-37/?navigateSource=resultlist,20220126_163615,"€ 449,500 kosten koper","€ 3,405    The asking price per m² (€ 449,500) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,"Single-family home, row house",Resale property,1975,Shed roof,Living area132 m²Other space inside the building19 m²Exterior space attached to the building10 m²External storage space15 m²,132 m²,19 m²,10 m²,15 m²,183 m²,493 m³,6 rooms (3 bedrooms),5 stories,D            1.72What does this mean?,Double glazing and floor insulation,CH boiler,CH boiler,2021,183 m²,Full ownership,In residential district,Back garden and front garden,"145 m² (25 meter deep and 5,8 meter broad)",Located at the southwest accessible via the rear,no
