header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Shed / storage,Facilities.1,Type of parking facilities,error
Zesde Rompert 20,5233 GE Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42595698-zesde-rompert-20/?navigateSource=resultlist,20220201_111623,"€ 295,000 kosten koper","€ 2,810    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1975,Flat roof,Living area105 m²External storage space14 m²,105 m²,14 m²,133 m²,341 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,Rolldown shutters,A        What does this mean?,Double glazing,CH boiler,CH boiler,"Daalderop Combifort ( combination boiler from 2004, in ownership)",133 m²,Full ownership,In residential district,Back garden and front garden,"48 m² (9,5 meter deep and 5 meter broad)",Detached brick storage,Electricity,Public parking,no
