header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Type of garage,Capacity,Facilities.1,error
van Tuldenstraat 21,5211 TG Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42655710-van-tuldenstraat-21/?navigateSource=resultlist,20220201_112724,"€ 1,395,000 kosten koper","€ 5,648    The asking price per m² (€ 1,395,000) is calculated by dividing the asking price of the home by the living area (247 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1885,Living area247 m²Other space inside the building44 m²,247 m²,44 m²,220 m²,"1,154 m³",6 rooms (5 bedrooms),2 bathrooms and 2 separate toilets,"Bath, 2 showers and toilet",3 stories and a attic,Skylight and sliding door,C        What does this mean?,"Roof insulation, partly double glazed and insulated walls","CH boiler, gas heater and partial floor heating",CH boiler and electrical boiler,"Nefit ( combination boiler from 2002, in ownership)",220 m²,In center,Back garden and patio/atrium,"29 m² (4,5 meter deep and 6,5 meter broad)",Built-in,1 car,Electrical door,no
