header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of parking facilities,error
Spaansevaartstraat 99,2022 XC Haarlem        ,https://www.funda.nl/en/koop/haarlem/huis-42679214-spaansevaartstraat-99/?navigateSource=resultlist,20220129_084556,"€ 450,000 kosten koper","€ 4,455    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (101 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1910,Renovation project,Flat roof covered with asphalt roofing,Living area101 m²Exterior space attached to the building2 m²,101 m²,2 m²,99 m²,388 m³,5 rooms (4 bedrooms),1 separate toilet,2 stories,TV via cable,F        What does this mean?,No insulation,Gas heaters,Gas water heater,99 m²,Full ownership,"Alongside a quiet road, in center and in residential district",Back garden,"36 m² (6,75 meter deep and 5,3 meter broad)",Located at the north,Balcony present,Public parking,no
