header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Rapenburgerplein 31,1011 VD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42689565-rapenburgerplein-31/?navigateSource=resultlist,20220130_181613,"€ 469,000 kosten koper","€ 8,086    The asking price per m² (€ 469,000) is calculated by dividing the asking price of the home by the living area (58 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 159 per month,"January 21, 2022",Available,Available in consultation,€ 159.00 per month,Ground-floor + upstairs apartment (corridor apartment),Resale property,1972,Living area58 m²External storage space6 m²,58 m²,6 m²,182 m³,2 rooms (1 bedroom),1 bathroom,Bath and toilet,2 stories,Ground floor,C        What does this mean?,Completely insulated,CH boiler,Remeha (2012),Long-term lease,Sheltered location and in center,Back garden,20 m² (5 meter deep and 4 meter broad),Located at the west accessible via the rear,Yes,Yes,Yes (€ 159.00 per month),Yes,Yes,Yes,no
