header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Pruimenlaan 110,1185 RZ Amstelveen        ,https://www.funda.nl/en/koop/amstelveen/appartement-42670686-pruimenlaan-110/?navigateSource=resultlist,20220129_154233,"€ 365,000 kosten koper","€ 4,506    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,Galleried apartment (apartment),Resale property,1965,Flat roof covered with asphalt roofing,Living area81 m²Exterior space attached to the building6 m²External storage space6 m²,81 m²,6 m²,6 m²,227 m³,3 rooms (2 bedrooms),1 bathroom,Shower,4 stories,1st floor,Elevator and TV via cable,E        What does this mean?,Double glazing,Communal central heating,Electrical boiler,In center and in residential district,Balcony present,Storage box,Electricity,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
