header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Mistralstraat 7,3077 ZB Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88998867-mistralstraat-7/?navigateSource=resultlist,20220127_220618,"€ 335,000 kosten koper","€ 3,807    The asking price per m² (€ 335,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available on 4/1/2022,€ 135.00 per month,Apartment with shared street entrance (apartment),Resale property,1198,Living area88 m²Exterior space attached to the building10 m²External storage space6 m²,88 m²,10 m²,6 m²,271 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,C        What does this mean?,Full ownership,Balcony present,Public parking,Yes,Yes,Yes (€ 135.00 per month),Yes,Yes,Yes,no
