header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Tuyllstraat 15,2586 VX Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42684492-van-tuyllstraat-15/?navigateSource=resultlist,20220128_063448,"€ 549,000 kosten koper","€ 4,733    The asking price per m² (€ 549,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1906-1930,Flat roof covered with asphalt roofing,Living area116 m²Exterior space attached to the building10 m²,116 m²,10 m²,413 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,2 stories,1st floor,TV via cable,F        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2015, in ownership)",Full ownership,In residential district,Balcony present,Public parking,No,Yes,No,No,Yes,Yes,no
