header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Loolaan 41 163,7314 AD Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/appartement-88048661-loolaan-41-163/?navigateSource=resultlist,20220128_012630,"€ 145,000 kosten koper","€ 2,843    The asking price per m² (€ 145,000) is calculated by dividing the asking price of the home by the living area (51 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 476 per month,Today,Available,Available in consultation,Galleried apartment (apartment),Resale property,1973,Flat roof covered with asphalt roofing,Living area51 m²Other space inside the building2 m²Exterior space attached to the building9 m²External storage space3 m²,51 m²,2 m²,9 m²,3 m²,153 m³,2 rooms (1 bedroom),1 story,12th floor,Elevator and TV via cable,E        What does this mean?,Double glazing,Communal central heating,Electrical boiler (rental),Full ownership,"On the edge of a forest, In wooded surroundings and unobstructed surrounding view",Storage box,Parking place,Parking garage,Yes,Yes,Yes,Yes,Yes,Yes,no
