header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Orionweg 90 zwart,2024 TE Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-42446823-orionweg-90-zwart/?navigateSource=resultlist,20220127_214332,"€ 350,000 kosten koper","€ 4,487    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under option,"Available in consultation, No-risk clause possible",Ground-floor apartment (apartment),Resale property,1932,Gable roof covered with roof tiles,Living area78 m²,78 m²,204 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,Ground floor,Not available,CH boiler,CH boiler,Gas-fired,Full ownership,In residential district,Back garden,"24 m² (6,72 meter deep and 3,58 meter broad)",Built-in,Public parking,No,No,No,No,No,No,no
