header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of garage,Type of parking facilities,error
P5 (Bouwnr. 28),2587 AD Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88050744-p5-bouwnr-28/?navigateSource=resultlist,20220131_194539,"€ 1,335,000 vrij op naam","€ 10,114    The asking price per m² (€ 1,335,000) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,Penthouse (apartment),New property,2022,SWK garantiecertificaat and woningborg garantiecertificaat,Living area132 m²,132 m²,396 m³,4 rooms (3 bedrooms),1 separate toilet,1 story,4th floor,"Outdoor awning, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,Complete floor heating,Central facility,In residential district and unobstructed surrounding view,Roof terrace present and balcony present,Parking place,Parking on private property,no
