header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,CH boiler,Area,Garden,Type of garage,Capacity,error
Tomeik 11,6191 DV Beek (LI)        ,https://www.funda.nl/en/koop/beek-li/huis-88977876-tomeik-11/?navigateSource=resultlist,20220129_010907,"€ 500,000 kosten koper","€ 2,273    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (220 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,1999,Living area220 m²Other space inside the building66 m²Exterior space attached to the building33 m²,220 m²,66 m²,33 m²,715 m²,"1,005 m³",3 rooms (2 bedrooms),1 separate toilet,1 story and a basement,B        What does this mean?,"Roof insulation, insulated walls and floor insulation",CH boiler,"1999, in ownership",715 m²,Back garden,Built-in,1 car,no
