header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Potgieterstraat 73 1,1053 XV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42687540-potgieterstraat-73-1/?navigateSource=resultlist,20220129_154035,"€ 500,000 kosten koper","€ 8,772    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (57 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,Before 1906,Flat roof covered with asphalt roofing,Living area57 m²,57 m²,191 m³,3 rooms (2 bedrooms),1 bathroom,Toilet,1 story,2nd floor,Mechanical ventilation and TV via cable,C        What does this mean?,CH boiler,CH boiler,HR (gas-fired combination boiler),Full ownership,Freestanding location and unobstructed surrounding view,Paid parking,Yes,Yes,No,Yes,Yes,Yes,no
