header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Location,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Graskopstraat 13,2572 WV Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88044433-graskopstraat-13/?navigateSource=resultlist,20220131_210510,"€ 350,000 kosten koper","€ 2,574    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,€ 190.08 per month,Galleried apartment (apartment),Resale property,2010,Living area136 m²External storage space12 m²,136 m²,12 m²,439 m³,5 rooms (4 bedrooms),1 story,2nd floor,TV via cable,A        What does this mean?,Completely insulated,District heating,District heating,Municipal long-term lease,Bought off for eternity,Alongside a quiet road,Storage box,Yes,Yes,Yes (€ 190.08 per month),Yes,Yes,Yes,no
