header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Accessibility,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sint-Jobskade 50,3024 EN Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42512719-sint-jobskade-50/?navigateSource=resultlist,20220126_164643,"€ 345,000 kosten koper","€ 3,791    The asking price per m² (€ 345,000) is calculated by dividing the asking price of the home by the living area (91 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 201.00 per month,Galleried apartment (corridor apartment),Resale property,2004,Accessible for seniors,Renovation project,Living area91 m²,91 m²,294 m³,3 rooms (2 bedrooms),1 story,2nd floor,"Elevator, mechanical ventilation, sliding door and swimming pool",A        What does this mean?,Double glazing,Full ownership,On navigable waterway and unobstructed surrounding view,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 201.00 per month),Yes,Yes,Yes,no
