header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities,Type of parking facilities,error
Fioringras 86,8935 BV Leeuwarden        ,https://www.funda.nl/en/koop/leeuwarden/huis-42686013-fioringras-86/?navigateSource=resultlist,20220127_224809,"€ 259,500 kosten koper","€ 2,127    The asking price per m² (€ 259,500) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1976,Hip roof covered with roof tiles,Living area122 m²Exterior space attached to the building7 m²,122 m²,7 m²,169 m²,428 m³,5 rooms (2 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,D        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Gas-fired, in ownership",169 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,Attached brick storage,Electricity,Public parking,no
