header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Arestraat 62,1445 EL Purmerend        ,https://www.funda.nl/en/koop/purmerend/huis-42518775-arestraat-62/?navigateSource=resultlist,20220129_040722,"€ 350,000 kosten koper","€ 3,333    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1982,Combination roof covered with asphalt roofing and roof tiles,Living area105 m²Other space inside the building1 m²,105 m²,1 m²,171 m²,370 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories and a loft,"Skylight, mechanical ventilation and TV via cable",B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",District heating,District heating,171 m²,Ownership encumbered with long-term leaset,Alongside a quiet road and in residential district,"Back garden, front garden and side garden","87 m² (12,42 meter deep and 7 meter broad)",Located at the northeast,Public parking,no
