header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of other property,Building type,Dimensions,error
Silodam 462 Ligpl.,1013 AW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/object-88033706-silodam-462-ligpl/?navigateSource=resultlist,20220130_205311,"€ 1,300,000 kosten koper",2 weeks,Available,Available in consultation,Berth,New property,35 meter deep and 6 meter broad,no
