header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,Garden,Type of garage,Capacity,Type of parking facilities,error
Jacob Groenplantsoen 24,1035 MA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88933802-jacob-groenplantsoen-24/?navigateSource=resultlist,20220130_232753,"€ 1,100,000 kosten koper","€ 6,180    The asking price per m² (€ 1,100,000) is calculated by dividing the asking price of the home by the living area (178 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1998,Living area178 m²Other space inside the building40 m²Exterior space attached to the building4 m²External storage space153 m²,178 m²,40 m²,4 m²,153 m²,282 m²,713 m³,8 rooms (5 bedrooms),3 stories,A        What does this mean?,282 m²,Full ownership,Back garden and front garden,Attached brick garage and built-in,1 car,Parking on private property and public parking,no
