header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Patio/atrium,Garden location,Balcony/roof garden,Type of parking facilities,error
Bollenhofsestraat 4,3572 VN Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42656786-bollenhofsestraat-4/?navigateSource=resultlist,20220131_164313,"€ 375,000 kosten koper","€ 5,769    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1919,Mansard roof covered with roof tiles,Living area65 m²Other space inside the building1 m²Exterior space attached to the building15 m²,65 m²,1 m²,15 m²,51 m²,244 m³,3 rooms (2 bedrooms),2 stories and a attic,D        What does this mean?,"Roof insulation, mostly double glazed and floor insulation",CH boiler,CH boiler,"Gas-fired combination boiler from 2008, in ownership",51 m²,Full ownership,"Alongside park, alongside a quiet road and in residential district",Patio/atrium,"5 m² (2,45 meter deep and 2,2 meter broad)",Located at the north,Roof terrace present,Resident's parking permits,no
