header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Voetboogstraat 18 3,1012 XL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42444417-voetboogstraat-18-3/?navigateSource=resultlist,20220130_185800,"€ 295,000 kosten koper","€ 8,939    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (33 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 121 per month,4 months,Sold under reservation,Available immediately,€ 85.00 per month,Upstairs apartment (apartment),Resale property,1811,Listed building (national monument),Mansard roof covered with roof tiles,Living area33 m²,33 m²,69 m³,1 room,1 bathroom,Shower and toilet,1 story,3rd floor,Passive ventilation system,E        What does this mean?,Partly double glazed,CH boiler,Electrical boiler,"Gas-fired, in ownership","Alongside a quiet road, sheltered location, in center and in residential district",French balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 85.00 per month),Yes,Yes,Yes,no
