header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Albatrosstraat 4 BS,3582 EW Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42559824-albatrosstraat-4-bs/?navigateSource=resultlist,20220131_153537,"€ 365,000 kosten koper","€ 5,290    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1913,Living area69 m²Other space inside the building5 m²Exterior space attached to the building12 m²,69 m²,5 m²,12 m²,256 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories,1st floor,Mechanical ventilation and TV via cable,G        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2019, in ownership)",Full ownership,Alongside busy road and in residential district,Roof terrace present,Paid parking and public parking,No,No,No,No,No,No,no
