header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Nicolaas Sopingiusstraat 78,3553 TN Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42682423-nicolaas-sopingiusstraat-78/?navigateSource=resultlist,20220131_152049,"€ 450,000 kosten koper","€ 5,114    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1935,Living area88 m²External storage space5 m²,88 m²,5 m²,66 m²,301 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath,3 stories,C        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Vaillant (gas-fired from 2016, in ownership)",66 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"23 m² (4,77 meter deep and 4,82 meter broad)",Located at the northwest,Detached brick storage,Public parking,no
