header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities,Type of garage,Type of parking facilities,error
Bongersstraat 89,7071 DV Ulft        ,https://www.funda.nl/en/koop/ulft/appartement-41269446-bongersstraat-89/?navigateSource=resultlist,20220130_141847,"€ 320,500 vrij op naam","€ 4,162    The asking price per m² (€ 320,500) is calculated by dividing the asking price of the home by the living area (77 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area77 m²Exterior space attached to the building9 m²External storage space6 m²,77 m²,9 m²,6 m²,271 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,1 story,2nd floor,A        What does this mean?,Completely insulated,Electrical boiler,Full ownership,In center and unobstructed surrounding view,Balcony present,Storage box,Electricity,Parking place,Parking on private property,no
