header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Balcony/roof garden,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Franciscanenborch 1,5241 KS Rosmalen        ,https://www.funda.nl/en/koop/rosmalen/huis-42659548-franciscanenborch-1/?navigateSource=resultlist,20220129_053021,"€ 595,000 kosten koper","€ 2,668    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (223 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,1987,Living area223 m²Other space inside the building5 m²Exterior space attached to the building5 m²,223 m²,5 m²,5 m²,392 m²,823 m³,7 rooms (5 bedrooms),2 bathrooms and 1 separate toilet,"Bath, shower and 2 toilets",2 stories and a loft,Air conditioning and rolldown shutters,C        What does this mean?,Double glazing,CH boiler,CH boiler,"CR Rehema tzerra (gas-fired from 2018, in ownership)",392 m²,Full ownership,In residential district,Back garden and front garden,Balcony present,Attached brick garage and built-in,1 car,Electricity and running water,Public parking,no
