header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Leopoldstraat 15 B,3031 SV Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88909192-leopoldstraat-15-b/?navigateSource=resultlist,20220126_003216,"€ 300,000 kosten koper","€ 4,054    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (74 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 335,000 kosten koper",7 weeks,Sold under reservation,Available in consultation,€ 90.00 per month,Apartment with shared street entrance (apartment),Resale property,1941,Living area74 m²Exterior space attached to the building2 m²External storage space4 m²,74 m²,2 m²,4 m²,240 m³,4 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,2nd floor,G        What does this mean?,Double glazing,Gas heaters,Full ownership,In center,Balcony present and french balcony present,Built-in,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 90.00 per month),Yes,Yes,Yes,no
