header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Linnaeusstraat 60,3553 CG Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88942147-linnaeusstraat-60/?navigateSource=resultlist,20220131_154635,"€ 299,000 kosten koper","€ 5,339    The asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (56 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),Resale property,1931,Gable roof covered with roof tiles,Living area56 m²,56 m²,275 m³,2 rooms (1 bedroom),1 story,Ground floor,G        What does this mean?,Mostly double glazed,No heating,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,50 m² (12 meter deep and 5 meter broad),Located at the northeast,Public parking,No,No,No,No,No,Yes,no
