header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Adelaarslaan 140,7331 GJ Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/appartement-42686567-adelaarslaan-140/?navigateSource=resultlist,20220129_050958,"€ 199,000 kosten koper","€ 2,726    The asking price per m² (€ 199,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,€ 128.83 per month,Apartment with shared street entrance (apartment),Resale property,1960-1970,Flat roof covered with asphalt roofing,Living area73 m²Exterior space attached to the building14 m²,73 m²,14 m²,227 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,TV via cable,E        What does this mean?,CH boiler,CH boiler,Full ownership,In center and in residential district,Balcony present,Public parking,Yes,Yes,Yes (€ 128.83 per month),Yes,Yes,Yes,no
