header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hommelseweg 273,6821 LH Arnhem        ,https://www.funda.nl/en/koop/arnhem/appartement-42670285-hommelseweg-273/?navigateSource=resultlist,20220128_080228,"€ 375,000 kosten koper","€ 4,121    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (91 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Ground-floor apartment,Resale property,1906-1930,Flat roof covered with asphalt roofing,Living area91 m²Exterior space attached to the building9 m²External storage space6 m²,91 m²,9 m²,6 m²,324 m³,4 rooms (3 bedrooms),1 bathroom,Shower and toilet,2 stories,Ground floor,G        What does this mean?,Partly double glazed and insulated walls,Gas heaters and gas heater,Gas water heater,Full ownership,In center and in residential district,Back garden,Detached wooden storage,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
