header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Cosun I (Bouwnr. 36),4814 ND Breda        ,https://www.funda.nl/en/koop/breda/appartement-41316147-cosun-i-bouwnr-36/?navigateSource=resultlist,20220129_035656,"€ 580,710 vrij op naam","€ 5,478    The asking price per m² (€ 580,710) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Apartment with shared street entrance,New property,2021,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area106 m²Exterior space attached to the building19 m²,106 m²,19 m²,410 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,5th floor,Balanced ventilation system and elevator,A        What does this mean?,Completely insulated,"Geothermal heating, complete floor heating and heat pump",Electrical boiler (rental),In residential district,Balcony present,Built-in,Electricity,Parking garage,no
