header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Dimensions,Ownership situation,error
Houtlaan,3016 DA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/parkeergelegenheid-42657892-houtlaan/?navigateSource=resultlist,20220126_002944,"€ 80,000 kosten koper",6 weeks,Available,Available in consultation,Garage,Resale property,1,"23 m² (7,2 meter deep and 3,2 meter broad)",Full ownership,no
