header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kastanjelaan 2 10,3927 AP Renswoude        ,https://www.funda.nl/en/koop/renswoude/appartement-42448356-kastanjelaan-2-10/?navigateSource=resultlist,20220129_022621,"€ 425,000 vrij op naam","€ 4,427    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),New property,2022,Energie Prestatie Advies,Living area96 m²Exterior space attached to the building8 m²,96 m²,8 m²,325 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,1 story,3rd floor,"Balanced ventilation system, optical fibre, elevator and solar panels",Not available,Completely insulated,Complete floor heating and heat pump,Alongside a quiet road and in center,Balcony present,Detached wooden storage,Electricity,Parking place,Parking on gated property,Yes,Yes,Yes,Yes,Yes,Yes,no
