header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Visrokersplein 24,3752 BR Bunschoten-Spakenburg        ,https://www.funda.nl/en/koop/bunschoten-spakenburg/appartement-88034889-visrokersplein-24/?navigateSource=resultlist,20220128_232612,"€ 309,000 kosten koper","€ 5,618    The asking price per m² (€ 309,000) is calculated by dividing the asking price of the home by the living area (55 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Upstairs apartment (apartment),Resale property,2011,Living area55 m²,55 m²,160 m³,2 rooms (1 bedroom),1 story,2nd floor,A        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired from 2013, in ownership",Balcony present,Detached brick storage,Parking on private property,No,No,No,No,No,No,no
