header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Jasmijnstraat 16,3284 XJ Zuid-Beijerland        ,https://www.funda.nl/en/koop/zuid-beijerland/huis-42651921-jasmijnstraat-16/?navigateSource=resultlist,20220129_015444,"€ 265,000 kosten koper","€ 2,137    The asking price per m² (€ 265,000) is calculated by dividing the asking price of the home by the living area (124 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1971,Gable roof covered with roof tiles,Living area124 m²Exterior space attached to the building7 m²External storage space8 m²,124 m²,7 m²,8 m²,173 m²,433 m³,5 rooms (4 bedrooms),2 separate toilets,3 stories,Outdoor awning and TV via cable,D        What does this mean?,Partly double glazed,CH boiler,CH boiler,NEFIT (in ownership),173 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"65 m² (10 meter deep and 6,5 meter broad)",Located at the north accessible via the rear,Detached brick storage,Public parking,no
