header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Damstraat 22 B,3531 BV Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88818516-damstraat-22-b/?navigateSource=resultlist,20220131_155804,"€ 489,000 kosten koper","€ 4,613    The asking price per m² (€ 489,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,1900,Gable roof covered with roof tiles,Living area106 m²Other space inside the building12 m²Exterior space attached to the building16 m²,106 m²,12 m²,16 m²,364 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,1st floor,Not available,Double glazing,CH boiler,CH boiler,In ownership,Balcony present,Paid parking,No,No,No,No,No,No,no
