header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Haven 67,2871 CL Schoonhoven        ,https://www.funda.nl/en/koop/schoonhoven/huis-42502686-haven-67/?navigateSource=resultlist,20220130_123529,"€ 695,000 kosten koper","€ 2,546    The asking price per m² (€ 695,000) is calculated by dividing the asking price of the home by the living area (273 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Desirable residence/villa, row house",Resale property,Before 1906,Gable roof covered with roof tiles,Living area273 m²Other space inside the building31 m²,273 m²,31 m²,181 m²,"1,068 m³",10 rooms (3 bedrooms),2 separate toilets,2 stories and a attic,Rolldown shutters and TV via cable,E            1.60What does this mean?,No insulation,CH boiler,CH boiler,"Gas-fired combination boiler, to rent",181 m²,Full ownership,"Alongside a quiet road, in center and freestanding location",Back garden,"18 m² (4 meter deep and 4,5 meter broad)",Located at the east accessible via the rear,Public parking,no
