header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Violenstraat 128,1214 CP Hilversum        ,https://www.funda.nl/en/koop/hilversum/huis-42686770-violenstraat-128/?navigateSource=resultlist,20220128_033028,"€ 425,000 kosten koper","€ 5,519    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (77 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1902,Mansard roof covered with roof tiles,Living area77 m²Other space inside the building6 m²,77 m²,6 m²,140 m²,322 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,"2 stories, a/an loft and a basement",G        What does this mean?,140 m²,Full ownership,In residential district,Back garden and front garden,25 m² (5 meter deep and 5 meter broad),Located at the south,Parking on private property,no
