header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Ownership situation,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Looiersgracht 42 I,1016 VT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42529601-looiersgracht-42-i/?navigateSource=resultlist,20220130_223442,"€ 420,000 kosten koper","€ 9,545    The asking price per m² (€ 420,000) is calculated by dividing the asking price of the home by the living area (44 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 445,000 kosten koper",2 months,Available,Available in consultation,Mezzanine (apartment),Resale property,1931,Living area44 m²,44 m²,142 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,Not available,Full ownership,Paid parking and resident's parking permits,No,No,No,No,No,No,no
