header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Douglashout 91,5621 DE Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-88047818-douglashout-91/?navigateSource=resultlist,20220201_003101,"€ 495,000 kosten koper","€ 3,640    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available on 3/1/2022,"Single-family home, row house",Resale property,2020,Gable roof,Energie Prestatie Advies,Living area136 m²External storage space8 m²,136 m²,8 m²,115 m²,479 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic,"Outdoor awning, skylight, optical fibre, mechanical ventilation, passive ventilation system, rolldown shutters and solar panels",A        What does this mean?,"Double glazing, floor insulation and completely insulated",District heating and complete floor heating,115 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,Detached wooden storage,Electricity and running water,Public parking,no
