header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Comeniushof 32,1216 HE Hilversum        ,https://www.funda.nl/en/koop/hilversum/huis-42526296-comeniushof-32/?navigateSource=resultlist,20220130_142056,"€ 465,000 kosten koper","€ 3,720    The asking price per m² (€ 465,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1972,Gable roof covered with roof tiles,Living area125 m²Exterior space attached to the building3 m²External storage space9 m²,125 m²,3 m²,9 m²,154 m²,411 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,G        What does this mean?,"Roof insulation, double glazing and energy efficient window",CH boiler,154 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"60 m² (11 meter deep and 5,75 meter broad)",Located at the southeast accessible via the rear,Balcony present,Detached brick storage,Public parking,no
